,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,dt
1783,395.0,MBLMovieBloc,MBL,"$51,062,000.37",$0.007933,"6,436,590,011 MBL *","$12,989,214.69",-0.44%,12.42%,78.54%,20210704
1784,43.0,COMPCompound,COMP,"$2,370,436,418.43",$444.56,"5,332,140 COMP *","$442,261,432.63",0.17%,17.09%,72.87%,20210704
1785,160.0,ARDRArdor,ARDR,"$183,755,489.53",$0.1839,"998,999,495 ARDR *","$18,925,780.26",-1.32%,8.36%,68.55%,20210704
1786,131.0,SNTStatus,SNT,"$257,833,184.13",$0.07429,"3,470,483,788 SNT *","$15,721,361.67",0.13%,0.38%,64.53%,20210704
1787,163.0,BALBalancer,BAL,"$175,434,997.48",$25.26,"6,943,831 BAL *","$72,510,465.79",0.57%,12.14%,54.52%,20210704
1788,357.0,DOCKDock,DOCK,"$67,222,973.22",$0.09733,"690,645,623 DOCK *","$83,138,181.76",0.71%,13.33%,53.82%,20210704
1789,145.0,STMXStormX,STMX,"$216,184,797.85",$0.02162,"10,000,000,000 STMX *","$14,092,260.31",-0.03%,0.39%,52.42%,20210704
1790,429.0,FXSFrax Share,FXS,"$45,537,019.64",$2.8093,"16,209,405 FXS *","$21,014,764.24",-0.41%,-1.68%,45.80%,20210704
1791,155.0,SANDThe Sandbox,SAND,"$195,645,551.58",$0.2763,"707,992,326 SAND *","$64,891,548.37",-0.65%,4.43%,45.48%,20210704
1792,707.0,DEXEDeXe,DEXE,"$16,097,633.45",$4.8840,"3,295,974 DEXE *","$41,978,223.17",1.04%,27.04%,45.41%,20210704
1793,625.0,LAMBLambda,LAMB,"$21,477,266.49",$0.01457,"1,474,304,727 LAMB *","$10,570,848.35",2.22%,-0.25%,45.23%,20210704
1794,152.0,FETFetch.ai,FET,"$206,096,108.33",$0.2762,"746,113,681 FET *","$34,686,226.47",1.29%,2.91%,44.30%,20210704
1795,57.0,EGLDElrond,EGLD,"$1,659,416,656.60",$93.59,"17,730,331 EGLD *","$51,097,345.46",0.04%,1.29%,42.30%,20210704
1796,176.0,ALPHAAlpha Finance Lab,ALPHA,"$152,561,256.09",$0.5342,"285,579,035 ALPHA *","$31,929,306.86",2.59%,16.43%,39.65%,20210704
1797,197.0,MTLMetal,MTL,"$122,288,066.36",$1.8645,"65,588,845 MTL *","$14,604,984.96",0.67%,0.63%,39.41%,20210704
1798,261.0,ELFaelf,ELF,"$116,774,033.81",$0.2145,"544,480,200 ELF *","$23,725,179.03",-0.54%,4.93%,39.33%,20210704
1799,259.0,LINALinear,LINA,"$118,537,153.27",$0.03198,"3,706,569,937 LINA *","$28,945,745.22",1.26%,17.15%,38.93%,20210704
1800,71.0,CELOCelo,CELO,"$849,793,378.53",$3.4582,"245,729,966 CELO *","$178,453,325.78",2.43%,-20.61%,48.71%,20210627
1801,248.0,FORTHAmpleforth Governance Token,FORTH,"$138,454,870.57",$19.07,"7,261,023 FORTH *","$226,877,950.37",3.04%,43.69%,26.71%,20210627
1802,217.0,BCHABitcoin Cash ABC,BCHA,"$510,026,120.07",$27.46,"18,572,921 BCHA","$11,085,246.62",0.99%,15.97%,26.30%,20210627
1803,68.0,QNTQuant,QNT,"$998,429,480.50",$82.70,"12,072,738 QNT *","$16,009,794.71",-0.27%,1.48%,12.07%,20210627
1804,116.0,LRCLoopring,LRC,"$338,943,141.69",$0.2766,"1,225,574,300 LRC *","$224,928,730.79",-1.94%,31.31%,1.92%,20210627
1805,28.0,SHIBSHIBA INU,SHIB,"$3,101,198,479.53",$0.00000786,"394,796,000,000,000 SHIB *","$368,723,896.78",2.76%,5.03%,0.74%,20210627
1806,372.0,SLPSmall Love Potion,SLP,"$54,308,147.80",$0.1344,"404,090,637 SLP *","$12,602,836.48",0.37%,2.17%,0.73%,20210627
1807,190.0,PAXGPAX Gold,PAXG,"$107,772,283.56","$1,791.40","60,161 PAXG","$15,499,254.10",0.34%,0.50%,0.63%,20210627
1808,681.0,BIDRBIDR,BIDR,"$15,606,047.81",$0.00006914,"225,715,436,474 BIDR","$14,349,816.50",0.15%,0.36%,0.47%,20210627
1809,34.0,KLAYKlaytn,KLAY,"$2,481,688,394.39",$1.0004,"2,480,762,912 KLAY *","$112,809,147.68",0.67%,6.15%,0.33%,20210627
1810,21.0,DAIDai,DAI,"$5,158,236,753.01",$1.0025,"5,145,366,207 DAI *","$295,963,345.90",0.00%,-0.05%,0.05%,20210627
1811,322.0,QCQcash,QC,"$70,944,547.01",$0.1542,"460,000,200 QC *","$362,848,804.22",-0.21%,0.01%,-0.01%,20210627
1812,3.0,USDTTether,USDT,"$62,565,275,501.32",$1.0006,"62,525,151,502 USDT *","$53,158,745,469.26",-0.01%,-0.06%,-0.02%,20210627
1813,8.0,USDCUSD Coin,USDC,"$25,791,977,537.20",$1.0006,"25,776,737,766 USDC *","$2,006,379,614.62",0.00%,-0.08%,-0.04%,20210627
1814,10.0,BUSDBinance USD,BUSD,"$9,951,227,530.45",$1.0005,"9,946,112,282 BUSD *","$3,436,768,802.55",-0.02%,-0.09%,-0.05%,20210627
1815,56.0,TUSDTrueUSD,TUSD,"$1,432,853,717.03",$1.0006,"1,431,977,916 TUSD *","$70,420,762.70",-0.08%,-0.10%,-0.06%,20210627
1816,203.0,FEIFei Protocol,FEI,"$2,032,397,372.27",$0.9956,"2,041,429,433 FEI *","$37,732,056.94",-0.26%,0.06%,-0.07%,20210627
1817,70.0,PAXPaxos Standard,PAX,"$899,286,915.25",$1.0005,"898,832,073 PAX *","$73,683,381.74",-0.08%,-0.10%,-0.07%,20210627
1818,84.0,HUSDHUSD,HUSD,"$695,965,928.73",$1.0004,"695,708,759 HUSD *","$94,034,764.30",-0.05%,-0.03%,-0.07%,20210627
1819,46.0,USTTerraUSD,UST,"$1,908,625,499.16",$1.0010,"1,906,664,690 UST *","$21,851,847.34",-0.01%,-0.06%,-0.11%,20210627
1820,328.0,NFTAPENFT,NFT,"$80,554,729.44",$0.00000403,"19,999,800,000,000 NFT *","$211,152,234.85",-0.80%,10.27%,71.78%,20210620
1821,28.0,AMPAmp,AMP,"$3,836,841,983.73",$0.09086,"42,227,702,186 AMP","$97,130,067.35",-2.07%,4.70%,51.06%,20210620
1822,502.0,MASSMassnet,MASS,"$35,964,633.91",$0.3706,"97,056,887 MASS","$22,401,580.68",-1.47%,-22.84%,49.85%,20210620
1823,160.0,ZKSZKSwap,ZKS,"$189,923,044.20",$0.9619,"197,440,000 ZKS *","$88,983,262.40",-0.42%,-20.79%,42.49%,20210620
1824,469.0,PERLPerlin,PERL,"$43,183,453.27",$0.08796,"490,938,908 PERL *","$26,697,122.91",-0.50%,-5.72%,37.37%,20210620
1825,80.0,QNTQuant,QNT,"$890,888,508.48",$73.79,"12,072,738 QNT *","$27,370,064.70",1.99%,1.10%,29.23%,20210620
1826,223.0,ORCOrbit Chain,ORC,"$421,002,591.11",$0.9035,"465,987,647 ORC","$23,870,311.62",-0.48%,-7.24%,29.11%,20210620
1827,244.0,KSPKLAYswap Protocol,KSP,"$185,275,883.40",$23.80,"7,784,449 KSP *","$17,881,229.30",-0.18%,-4.27%,26.71%,20210620
1828,371.0,HARDHARD Protocol,HARD,"$68,148,273.77",$1.0287,"66,250,000 HARD *","$44,737,468.01",1.64%,7.21%,22.67%,20210620
1829,294.0,QUICKQuickSwap,QUICK,"$99,036,257.65",$619.93,"159,753 QUICK *","$18,009,542.83",-0.53%,0.08%,22.45%,20210620
1830,467.0,CVPPowerPool,CVP,"$43,203,757.96",$1.3438,"32,151,345 CVP *","$11,699,170.64",-1.35%,26.19%,22.08%,20210620
1831,307.0,RNDRRender Token,RNDR,"$90,370,175.45",$0.5772,"156,557,356 RNDR *","$17,893,478.40",1.16%,-15.47%,21.89%,20210620
1832,587.0,GALGalatasaray Fan Token,GAL,"$27,021,334.08",$7.7037,"3,507,572 GAL *","$10,256,891.03",-0.03%,-7.09%,21.64%,20210620
1833,226.0,MIRMirror Protocol,MIR,"$341,685,635.43",$4.4927,"76,054,001 MIR *","$30,617,896.29",0.68%,-2.77%,17.64%,20210620
1834,101.0,ARArweave,AR,"$614,509,532.11",$18.40,"33,394,701 AR *","$42,425,613.51",1.24%,5.37%,17.35%,20210620
